system,benchmark,task_id,repeat,passed,prompt_tokens,completion_tokens,token_source,total_tokens,latency_seconds,eval_error
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/10,2,False,873,798,measured,1671,9.0209,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_v177a2uz\candidate_test.py"", line 66, in <module>
    check(make_palindrome)
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_v177a2uz\candidate_test.py"", line 60, in check
    assert candidate('x') == 'x'
AssertionError"
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/10,3,False,928,489,measured,1417,5.5764,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_43jfn_ec\candidate_test.py"", line 51, in <module>
    check(make_palindrome)
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_43jfn_ec\candidate_test.py"", line 46, in check
    assert candidate('xyz') == 'xyzyx'
AssertionError"
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/11,1,True,734,1018,measured,1752,11.3981,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/11,2,True,740,855,measured,1595,9.5317,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/11,3,True,740,586,measured,1326,6.5206,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/12,1,True,718,437,measured,1155,4.994,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/12,2,True,718,438,measured,1156,4.9063,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/12,3,True,718,343,measured,1061,3.8653,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/13,1,True,572,358,measured,930,4.0987,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/13,2,True,572,342,measured,914,3.8488,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/13,3,True,572,374,measured,946,4.1992,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/14,1,True,511,333,measured,844,3.8084,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/14,2,True,511,334,measured,845,3.7641,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/14,3,True,511,334,measured,845,3.7592,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/15,1,True,548,198,measured,746,2.3412,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/15,2,True,548,592,measured,1140,6.55,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/15,3,True,548,465,measured,1013,5.1866,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/16,1,True,538,489,measured,1027,5.5166,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/16,2,True,538,318,measured,856,3.5968,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/16,3,True,538,309,measured,847,3.4922,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/17,1,True,1110,969,measured,2079,10.8843,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/17,2,False,1110,1009,measured,2119,11.1889,"    check(parse_music)
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_bc_fwsbx\candidate_test.py"", line 56, in check
    assert candidate('o o o o') == [4, 4, 4, 4]
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_bc_fwsbx\candidate_test.py"", line 40, in parse_music
    raise ValueError(f""Invalid note at position {i}: {music_string[i:i+2]}"")
ValueError: Invalid note at position 1:  o"
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/17,3,True,1110,959,measured,2069,10.607,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/18,1,True,651,676,measured,1327,7.5564,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/18,2,True,651,566,measured,1217,6.2992,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/18,3,True,651,440,measured,1091,4.9204,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/19,1,True,1057,1057,measured,2114,11.8232,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/19,2,True,1057,1117,measured,2174,12.3881,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/19,3,True,887,831,measured,1718,9.3516,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_2,1,True,745,716,measured,1461,8.0612,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_2,2,True,739,606,measured,1345,6.7582,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_2,3,True,739,641,measured,1380,7.1243,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_3,1,True,510,692,measured,1202,7.7015,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_3,2,True,510,358,measured,868,4.034,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_3,3,True,508,372,measured,880,4.1852,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_4,1,True,983,836,measured,1819,9.2726,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_4,2,True,983,755,measured,1738,8.4063,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_4,3,True,983,414,measured,1397,4.6692,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_6,1,True,614,733,measured,1347,8.1615,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_6,2,True,630,417,measured,1047,4.7174,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_6,3,True,628,442,measured,1070,4.9665,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_7,1,True,694,341,measured,1035,3.887,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_7,2,True,685,339,measured,1024,3.84,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_7,3,False,687,959,measured,1646,10.5064,"syntax error before execution: unexpected indent (<unknown>, line 15)"
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_8,1,True,708,476,measured,1184,5.4339,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_8,2,True,719,637,measured,1356,7.1333,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_8,3,True,717,464,measured,1181,5.2607,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_9,1,True,543,626,measured,1169,7.0121,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_9,2,True,537,566,measured,1103,6.3221,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_9,3,True,543,744,measured,1287,8.2261,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_11,1,True,676,886,measured,1562,9.8768,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_11,2,True,680,866,measured,1546,9.6584,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_11,3,True,676,552,measured,1228,6.2299,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_12,1,True,885,292,measured,1177,3.4555,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_12,2,True,885,486,measured,1371,5.4381,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_12,3,True,885,601,measured,1486,6.7084,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_14,1,True,592,275,measured,867,3.2132,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_14,2,True,592,266,measured,858,3.0304,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_14,3,True,596,788,measured,1384,8.707,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_16,1,True,628,504,measured,1132,5.7091,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_16,2,True,593,326,measured,919,3.7448,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_16,3,True,587,485,measured,1072,5.4455,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_17,1,True,450,203,measured,653,2.4088,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_17,2,True,469,590,measured,1059,6.5742,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_17,3,True,450,278,measured,728,3.1813,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_18,1,True,663,465,measured,1128,5.2903,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_18,2,True,666,864,measured,1530,9.6009,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_18,3,True,655,471,measured,1126,5.3541,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_19,1,True,568,336,measured,904,3.8697,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_19,2,True,606,398,measured,1004,4.495,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_19,3,True,574,383,measured,957,4.2759,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_20,1,False,604,627,measured,1231,7.0226,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_1nzll85g\candidate_test.py"", line 39, in <module>
    assert is_woodall(383) == True
AssertionError"
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_20,2,False,604,755,measured,1359,8.3491,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_j6s8m9sy\candidate_test.py"", line 37, in <module>
    assert is_woodall(383) == True
AssertionError"
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_20,3,False,613,520,measured,1133,5.9038,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_bzt2sfxm\candidate_test.py"", line 37, in <module>
    assert is_woodall(383) == True
AssertionError"
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_56,1,True,517,433,measured,950,4.9632,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_56,2,True,517,427,measured,944,4.8197,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_56,3,True,517,720,measured,1237,8.0747,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_57,1,True,658,720,measured,1378,8.1462,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_57,2,True,620,365,measured,985,4.2255,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_57,3,True,615,677,measured,1292,7.5665,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_58,1,True,507,346,measured,853,3.996,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_58,2,True,512,542,measured,1054,6.1235,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_58,3,True,508,339,measured,847,3.9152,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_59,1,True,621,865,measured,1486,9.728,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_59,2,True,628,918,measured,1546,10.2843,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_59,3,True,486,737,measured,1223,8.2813,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_61,1,True,609,409,measured,1018,4.7086,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_61,2,True,655,568,measured,1223,6.4172,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_61,3,True,668,580,measured,1248,6.5223,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/0,1,True,869,489,measured,1358,6.5643,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/0,2,True,873,495,measured,1368,6.3724,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/0,3,True,873,495,measured,1368,6.3572,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/1,1,True,740,335,measured,1075,4.6577,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/1,2,True,740,335,measured,1075,4.646,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/1,3,True,740,335,measured,1075,4.6324,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/2,1,True,608,273,measured,881,3.9418,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/2,2,True,608,273,measured,881,3.9356,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/2,3,True,470,66,measured,536,1.6735,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/3,1,True,636,162,measured,798,2.7197,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/3,2,True,636,162,measured,798,2.7148,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/3,3,True,636,162,measured,798,2.7121,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/4,1,True,842,480,measured,1322,6.2115,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/4,2,True,842,480,measured,1322,6.2142,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/4,3,True,842,480,measured,1322,6.2128,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/5,1,True,697,375,measured,1072,5.1503,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/5,2,True,697,375,measured,1072,5.0487,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/5,3,True,697,375,measured,1072,5.0596,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/6,1,True,715,312,measured,1027,4.4761,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/6,2,True,715,312,measured,1027,4.3716,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/6,3,True,887,570,measured,1457,7.2664,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/7,1,True,660,315,measured,975,4.4947,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/7,2,True,660,315,measured,975,4.3819,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/7,3,True,660,315,measured,975,4.3766,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/8,1,True,825,477,measured,1302,6.2477,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/8,2,True,827,480,measured,1307,6.2033,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/8,3,True,827,480,measured,1307,6.1828,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/9,1,True,765,441,measured,1206,5.8827,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/9,2,True,771,450,measured,1221,5.8689,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/9,3,True,765,441,measured,1206,5.7831,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/10,1,False,761,246,measured,1007,3.7418,"    check(make_palindrome)
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_m9e6087p\candidate_test.py"", line 35, in check
    assert candidate('') == ''
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_m9e6087p\candidate_test.py"", line 15, in make_palindrome
    if is_palindrome(string):
NameError: name 'is_palindrome' is not defined. Did you mean: 'make_palindrome'?"
autogen_qwen2.5_coder_7b,humaneval,HumanEval/10,2,False,917,482,measured,1399,6.293,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1__mkds3hf\candidate_test.py"", line 50, in <module>
    check(make_palindrome)
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1__mkds3hf\candidate_test.py"", line 45, in check
    assert candidate('xyz') == 'xyzyx'
AssertionError"
autogen_qwen2.5_coder_7b,humaneval,HumanEval/10,3,False,784,296,measured,1080,4.2143,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_aneecnxj\candidate_test.py"", line 46, in <module>
    check(make_palindrome)
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_aneecnxj\candidate_test.py"", line 41, in check
    assert candidate('xyz') == 'xyzyx'
AssertionError"
autogen_qwen2.5_coder_7b,humaneval,HumanEval/11,1,True,629,318,measured,947,4.5169,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/11,2,True,629,318,measured,947,4.416,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/11,3,True,505,132,measured,637,2.3818,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/12,1,True,557,120,measured,677,2.3223,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/12,2,True,639,243,measured,882,3.6229,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/12,3,True,713,354,measured,1067,4.8503,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/13,1,True,567,270,measured,837,3.9867,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/13,2,True,567,270,measured,837,3.8982,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/13,3,True,567,270,measured,837,3.8844,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/14,1,True,506,237,measured,743,3.5973,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/14,2,True,506,237,measured,743,3.522,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/14,3,True,506,237,measured,743,3.513,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/15,1,True,543,252,measured,795,3.7701,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/15,2,True,543,252,measured,795,3.6787,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/15,3,True,543,252,measured,795,3.678,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/16,1,True,429,72,measured,501,1.784,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/16,2,True,533,228,measured,761,3.4411,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/16,3,True,429,72,measured,501,1.7264,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/17,1,True,1105,627,measured,1732,7.9812,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/17,2,True,1105,627,measured,1732,7.8108,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/17,3,True,1105,627,measured,1732,7.8309,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/18,1,True,595,240,measured,835,3.6412,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/18,2,True,579,216,measured,795,3.3299,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/18,3,True,595,240,measured,835,3.5843,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/19,1,True,712,339,measured,1051,4.7529,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/19,2,True,712,339,measured,1051,4.641,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/19,3,True,880,591,measured,1471,7.4979,
autogen_qwen2.5_coder_7b,mbpp,mbpp_2,1,True,677,105,measured,782,2.1363,
autogen_qwen2.5_coder_7b,mbpp,mbpp_2,2,True,657,75,measured,732,1.7575,
autogen_qwen2.5_coder_7b,mbpp,mbpp_2,3,True,657,75,measured,732,1.7347,
autogen_qwen2.5_coder_7b,mbpp,mbpp_3,1,True,550,312,measured,862,4.3818,
autogen_qwen2.5_coder_7b,mbpp,mbpp_3,2,True,458,174,measured,632,2.8544,
autogen_qwen2.5_coder_7b,mbpp,mbpp_3,3,True,458,174,measured,632,2.8043,
autogen_qwen2.5_coder_7b,mbpp,mbpp_4,1,True,894,147,measured,1041,2.5487,
autogen_qwen2.5_coder_7b,mbpp,mbpp_4,2,True,912,174,measured,1086,2.8347,
autogen_qwen2.5_coder_7b,mbpp,mbpp_4,3,True,902,159,measured,1061,2.6913,
autogen_qwen2.5_coder_7b,mbpp,mbpp_6,1,True,559,204,measured,763,3.1916,
autogen_qwen2.5_coder_7b,mbpp,mbpp_6,2,True,573,225,measured,798,3.3934,
autogen_qwen2.5_coder_7b,mbpp,mbpp_6,3,True,561,207,measured,768,3.2159,
autogen_qwen2.5_coder_7b,mbpp,mbpp_7,1,True,569,87,measured,656,1.8849,
autogen_qwen2.5_coder_7b,mbpp,mbpp_7,2,True,569,87,measured,656,1.8814,
autogen_qwen2.5_coder_7b,mbpp,mbpp_7,3,True,569,87,measured,656,1.8792,
autogen_qwen2.5_coder_7b,mbpp,mbpp_8,1,True,643,63,measured,706,1.6867,
autogen_qwen2.5_coder_7b,mbpp,mbpp_8,2,True,645,66,measured,711,1.6666,
autogen_qwen2.5_coder_7b,mbpp,mbpp_8,3,True,645,66,measured,711,1.6364,
autogen_qwen2.5_coder_7b,mbpp,mbpp_9,1,True,494,147,measured,641,2.6103,
autogen_qwen2.5_coder_7b,mbpp,mbpp_9,2,True,494,147,measured,641,2.5175,
autogen_qwen2.5_coder_7b,mbpp,mbpp_9,3,True,494,147,measured,641,2.5237,
autogen_qwen2.5_coder_7b,mbpp,mbpp_11,1,True,551,240,measured,791,3.624,
autogen_qwen2.5_coder_7b,mbpp,mbpp_11,2,True,555,246,measured,801,3.6421,
autogen_qwen2.5_coder_7b,mbpp,mbpp_11,3,False,551,246,measured,797,3.6494,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_c6zykhsi\candidate_test.py"", line 25, in <module>
    assert remove_Occ(""hello"",""l"") == ""heo""
AssertionError"
autogen_qwen2.5_coder_7b,mbpp,mbpp_12,1,True,805,54,measured,859,1.6726,
autogen_qwen2.5_coder_7b,mbpp,mbpp_12,2,True,805,54,measured,859,1.5376,
autogen_qwen2.5_coder_7b,mbpp,mbpp_12,3,True,805,54,measured,859,1.5376,
autogen_qwen2.5_coder_7b,mbpp,mbpp_14,1,True,452,84,measured,536,1.9384,
autogen_qwen2.5_coder_7b,mbpp,mbpp_14,2,True,452,84,measured,536,1.8358,
autogen_qwen2.5_coder_7b,mbpp,mbpp_14,3,True,452,84,measured,536,1.8334,
autogen_qwen2.5_coder_7b,mbpp,mbpp_16,1,True,461,69,measured,530,1.7085,
autogen_qwen2.5_coder_7b,mbpp,mbpp_16,2,True,480,99,measured,579,2.0208,
autogen_qwen2.5_coder_7b,mbpp,mbpp_16,3,True,461,69,measured,530,1.6936,
autogen_qwen2.5_coder_7b,mbpp,mbpp_17,1,True,397,60,measured,457,1.6215,
autogen_qwen2.5_coder_7b,mbpp,mbpp_17,2,True,397,60,measured,457,1.5802,
autogen_qwen2.5_coder_7b,mbpp,mbpp_17,3,True,397,60,measured,457,1.593,
autogen_qwen2.5_coder_7b,mbpp,mbpp_18,1,True,500,96,measured,596,2.0349,
autogen_qwen2.5_coder_7b,mbpp,mbpp_18,2,True,502,99,measured,601,2.0323,
autogen_qwen2.5_coder_7b,mbpp,mbpp_18,3,True,500,96,measured,596,1.9996,
autogen_qwen2.5_coder_7b,mbpp,mbpp_19,1,True,475,60,measured,535,1.6533,
autogen_qwen2.5_coder_7b,mbpp,mbpp_19,2,True,475,60,measured,535,1.5918,
autogen_qwen2.5_coder_7b,mbpp,mbpp_19,3,True,475,60,measured,535,1.6008,
autogen_qwen2.5_coder_7b,mbpp,mbpp_20,1,False,478,150,measured,628,2.6012,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_85llrr0o\candidate_test.py"", line 21, in <module>
    assert is_woodall(383) == True
AssertionError"
autogen_qwen2.5_coder_7b,mbpp,mbpp_20,2,False,536,237,measured,773,3.534,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_sav3_aa0\candidate_test.py"", line 28, in <module>
    assert is_woodall(383) == True
AssertionError"
autogen_qwen2.5_coder_7b,mbpp,mbpp_20,3,False,606,342,measured,948,4.7268,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_rf6fw_g0\candidate_test.py"", line 31, in <module>
    assert is_woodall(383) == True
AssertionError"
autogen_qwen2.5_coder_7b,mbpp,mbpp_56,1,True,408,99,measured,507,2.0811,
autogen_qwen2.5_coder_7b,mbpp,mbpp_56,2,True,408,99,measured,507,2.0023,
autogen_qwen2.5_coder_7b,mbpp,mbpp_56,3,True,408,99,measured,507,2.0118,
autogen_qwen2.5_coder_7b,mbpp,mbpp_57,1,True,514,105,measured,619,2.1377,
autogen_qwen2.5_coder_7b,mbpp,mbpp_57,2,True,500,84,measured,584,1.8567,
autogen_qwen2.5_coder_7b,mbpp,mbpp_57,3,True,500,84,measured,584,1.8341,
autogen_qwen2.5_coder_7b,mbpp,mbpp_58,1,True,443,75,measured,518,1.7806,
autogen_qwen2.5_coder_7b,mbpp,mbpp_58,2,True,443,75,measured,518,1.7334,
autogen_qwen2.5_coder_7b,mbpp,mbpp_58,3,True,443,75,measured,518,1.7382,
autogen_qwen2.5_coder_7b,mbpp,mbpp_59,1,True,412,69,measured,481,1.7239,
autogen_qwen2.5_coder_7b,mbpp,mbpp_59,2,True,434,102,measured,536,2.0509,
autogen_qwen2.5_coder_7b,mbpp,mbpp_59,3,True,412,69,measured,481,1.702,
autogen_qwen2.5_coder_7b,mbpp,mbpp_61,1,True,601,276,measured,877,4.0226,
autogen_qwen2.5_coder_7b,mbpp,mbpp_61,2,True,601,276,measured,877,3.9561,
autogen_qwen2.5_coder_7b,mbpp,mbpp_61,3,True,615,297,measured,912,4.2118,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/0,1,True,1039,489,measured,1528,10.8085,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/0,2,True,1039,489,measured,1528,7.8175,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/0,3,True,937,387,measured,1324,6.6984,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/1,1,True,891,310,measured,1201,5.7841,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/1,2,True,891,310,measured,1201,5.7575,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/1,3,True,903,328,measured,1231,6.0379,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/2,1,True,640,66,measured,706,3.1079,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/2,2,True,778,273,measured,1051,5.3465,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/2,3,True,778,273,measured,1051,5.2586,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/3,1,True,896,347,measured,1243,6.123,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/3,2,True,896,347,measured,1243,6.117,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/3,3,True,806,162,measured,968,4.1746,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/4,1,True,890,346,measured,1236,6.1411,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/4,2,True,802,165,measured,967,4.1129,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/4,3,True,988,444,measured,1432,7.1768,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/5,1,True,799,307,measured,1106,5.8284,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/5,2,True,799,307,measured,1106,5.6766,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/5,3,True,805,316,measured,1121,5.8431,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/6,1,True,966,479,measured,1445,7.7455,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/6,2,True,966,479,measured,1445,7.4745,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/6,3,True,966,479,measured,1445,7.5293,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/7,1,True,761,246,measured,1007,5.1601,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/7,2,True,761,246,measured,1007,4.9651,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/7,3,True,761,246,measured,1007,5.0035,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/8,1,True,995,477,measured,1472,7.6344,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/8,2,True,995,477,measured,1472,7.4544,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/8,3,True,995,477,measured,1472,7.5393,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/9,1,True,781,210,measured,991,4.8132,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/9,2,True,781,210,measured,991,4.556,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/9,3,True,937,444,measured,1381,7.1448,
